obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Source
,4603.69123963595,,2740.0,0.00156,,121654.58,123826.75,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,2050.10413503954,,87.1348,2.49E-05,,120188.631,125066.432,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,2067.66687984312,,6.17412,1.8E-06,,120230.063,125066.432,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,2930.95949062269,,4690.0,0.00267,,121654.58,125066.432,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,2794.26159262292,,49900.0,0.028678,,120229.75,123808.513,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,2810.06463991691,,0.728767,4.24E-07,,120249.876,123808.513,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,4639.77914651261,,0.000134,2.13E-10,,121653.238,123808.513,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,4641.92428185948,,77.6826,0.000124,,121654.234,123808.513,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,2047.65885020679,,755.0,0.000415,,120229.75,125113.376,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,2056.13241492752,,55300.0,0.030808,,120249.876,125113.376,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,2890.0581421897,,20.577,3.04E-05,,121653.238,125113.376,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,2890.89028435374,,1.29577,1.92E-06,,121654.234,125113.376,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,2780.09452321379,,2.30725,6.74E-07,,120229.75,123826.75,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,2795.73728344918,,30.0014,8.84E-06,,120249.876,123826.75,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,4600.84876458009,,63700.0,0.036281,,121653.238,123826.75,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,4602.958044958,,501.0,0.000285,,121654.234,123826.75,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,2067.53307329281,,108.0,3.14E-05,,120229.75,125066.432,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,2076.17226914833,,0.031419,9.24E-09,,120249.876,125066.432,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,2929.80709564121,,60.8995,3.46E-05,,121653.238,125066.432,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,2930.66228864796,,62300.0,0.035423,,121654.234,125066.432,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,2789.22102189025,,63.7644,4.95E-05,,120188.631,123773.8614,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,5.0,7.0,,,,MCDHF
,2821.83094839706,,590.0,0.000469,,120230.063,123773.8614,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,5.0,7.0,,,,MCDHF
,4718.58055282325,,0.756439,1.65E-06,,121654.58,123773.8614,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,5.0,7.0,,,,MCDHF
,2015.59831221859,,607.0,0.000453,,120188.631,125149.937,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,2032.57237888612,,285.0,0.000218,,120230.063,125149.937,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,2860.93809587976,,0.327873,6.69E-07,,121654.58,125149.937,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,2744.39676512465,,0.747259,2.97E-07,,120188.631,123832.419,3s2.3p5.(2P*<3/2>).4f,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,2775.96106548048,,3.0981,1.25E-06,,120230.063,123832.419,3s2.3p5.(2P*<3/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,4591.7076514839,,152.0,0.00012,,121654.58,123832.419,3s2.3p5.(2P*<1/2>).4f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,2821.58173696234,,800.0,0.000637,,120229.75,123773.8614,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,7.0,7.0,,,,MCDHF
,2837.69620611936,,8200.0,0.0066,,120249.876,123773.8614,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,7.0,7.0,,,,MCDHF
,4715.59448037781,,0.00802,1.75E-08,,121653.238,123773.8614,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,7.0,7.0,,,,MCDHF
,4717.81030949119,,4.34431,9.48E-06,,121654.234,123773.8614,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,7.0,7.0,,,,MCDHF
,2032.44307584244,,10600.0,0.00806,,120229.75,125149.937,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,2040.79092076609,,303.0,0.000234,,120249.876,125149.937,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,2859.84009490093,,0.199818,4.08E-07,,121653.238,125149.937,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,2860.65492405962,,9.89898,2.02E-05,,121654.234,125149.937,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,2775.71988989275,,27.8383,1.13E-05,,120229.75,123832.419,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,2791.31332129162,,8.54377,3.48E-06,,120249.876,123832.419,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,4588.8799507705,,2310.0,0.00181,,121653.238,123832.419,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,4590.97826860437,,3050.0,0.00239,,121654.234,123832.419,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,2803.72280557103,,54600.0,0.042907,,120207.175,123773.8614,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,9.0,7.0,,,,MCDHF
,2837.72680602441,,3000.0,0.00242,,120249.914,123773.8614,3s2.3p5.(2P*<3/2>).4f,2[7/2],4,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,9.0,7.0,,,,MCDHF
,4715.68787691905,,32.1778,7.02E-05,,121653.28,123773.8614,3s2.3p5.(2P*<1/2>).4f,2[7/2],4,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,9.0,7.0,,,,MCDHF
,2023.16033019595,,5710.0,0.0043,,120207.175,125149.937,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,2040.80674723364,,50900.0,0.039344,,120249.914,125149.937,3s2.3p5.(2P*<3/2>).4f,2[7/2],4,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,2859.87444579208,,0.093772,1.91E-07,,121653.28,125149.937,3s2.3p5.(2P*<1/2>).4f,2[7/2],4,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,2758.4350184429,,58.3375,2.34E-05,,120207.175,123832.419,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,2791.34292903988,,2.38849,9.74E-07,,120249.914,123832.419,3s2.3p5.(2P*<3/2>).4f,2[7/2],4,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,4588.96839531577,,62100.0,0.048752,,121653.28,123832.419,3s2.3p5.(2P*<1/2>).4f,2[7/2],4,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,9.0,7.0,,,,MCDHF
,2921.04957985084,,339.0,0.000355,,120229.75,123653.177,3s2.3p5.(2P*<3/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,4,7.0,9.0,,,,MCDHF
,2938.32370395684,,187.0,0.000199,,120249.876,123653.177,3s2.3p5.(2P*<3/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,4,7.0,9.0,,,,MCDHF
,5000.1525046514,,0.040735,1.19E-07,,121653.238,123653.177,3s2.3p5.(2P*<1/2>).4f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,4,7.0,9.0,,,,MCDHF
,5002.64389729973,,0.171114,5E-07,,121654.234,123653.177,3s2.3p5.(2P*<1/2>).4f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,4,7.0,9.0,,,,MCDHF
,2901.91357985283,,1340.0,0.00138,,120207.175,123653.177,3s2.3p5.(2P*<3/2>).4f,2[9/2],4,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,4,9.0,9.0,,,,MCDHF
,2938.35651255869,,6540.0,0.00694,,120249.914,123653.177,3s2.3p5.(2P*<3/2>).4f,2[7/2],4,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,4,9.0,9.0,,,,MCDHF
,5000.25751326194,,1.42997,4.18E-06,,121653.28,123653.177,3s2.3p5.(2P*<1/2>).4f,2[7/2],4,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,4,9.0,9.0,,,,MCDHF
,2901.87905374368,,58400.0,0.060385,,120207.134,123653.177,3s2.3p5.(2P*<3/2>).4f,2[9/2],5,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,4,11.0,9.0,,,,MCDHF
,12152.7060430547,,99900.0,0.130107,,122686.065,123508.927,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,0,3.0,1.0,,,,MCDHF
,12789.2234933432,,33500.0,0.121902,,122686.065,123467.9733,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,3.0,3.0,,,,MCDHF
,7628.08508366107,,1290.0,0.00216,,122686.065,123997.01,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,3845.86540624839,,1280.0,7.09E-05,,122686.065,125286.26,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,1,3.0,3.0,,,,MCDHF
,12794.8689504741,,42500.0,0.154866,,122686.41,123467.9733,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,5.0,3.0,,,,MCDHF
,13160.5389661845,,26600.0,0.101293,,122708.126,123467.9733,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,5.0,3.0,,,,MCDHF
,14937.3519988491,,56.3749,0.00336,,123467.9733,124137.436,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,7630.09308713572,,60500.0,0.122728,,122686.41,123997.01,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,7758.65011901775,,73000.0,0.152964,,122708.126,123997.01,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,71211.8838391717,,44.6598,0.395172,,123997.01,124137.436,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,1,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,3.0,5.0,,,,MCDHF
,3846.37575244727,,4450.0,0.00247,,122686.41,125286.26,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,3878.77433833929,,1820.0,0.00103,,122708.126,125286.26,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,8704.55352604059,,125000.0,0.296505,,124137.436,125286.26,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,1,5.0,3.0,,,,MCDHF
,8909.09868430427,,2160.0,0.01185,,122686.065,123808.513,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,4119.78522735652,,1000.0,0.00482,,122686.065,125113.376,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,8766.66213722458,,4.00403,4.36E-06,,122686.065,123826.75,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,3.0,5.0,,,,MCDHF
,4201.03286594042,,24.4503,2.65E-05,,122686.065,125066.432,3s2.3p5.(2P*<3/2>).5f,2[3/2],1,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,3.0,5.0,,,,MCDHF
,8911.83786158666,,19800.0,0.10892,,122686.41,123808.513,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,9087.71186864256,,5310.0,0.030384,,122708.126,123808.513,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,30402.2521988433,,6.2564,0.00053,,123808.513,124137.436,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,4120.37086634094,,66.46,0.00032,,122686.41,125113.376,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,4157.57197796487,,18600.0,0.092862,,122708.126,125113.376,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,10246.5315490706,,4.17183,0.000661,,124137.436,125113.376,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,8769.31441499906,,2.33E-05,2.53E-11,,122686.41,123826.75,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,8939.55430958037,,94.5186,0.000105,,122708.126,123826.75,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,5.0,5.0,,,,MCDHF
,32186.8381581402,,4420.0,0.024668,,123826.75,124137.436,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,5.0,5.0,,,,MCDHF
,4201.64183356289,,227.0,0.000246,,122686.41,125066.432,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,4240.33183140781,,33.1887,3.66E-05,,122708.126,125066.432,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,10764.3089959483,,7570.0,0.041906,,124137.436,125066.432,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,5.0,5.0,,,,MCDHF
,9085.86230739104,,79600.0,0.455138,,122707.902,123808.513,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,9168.50800869173,,1.14089,6.65E-06,,122717.823,123808.513,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,30566.4575920979,,7.32E-05,8.7E-09,,123808.513,124135.669,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,30422.7854493901,,62.614,0.00744,,123808.513,124137.214,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,4157.1848209542,,1270.0,0.00632,,122707.902,125113.376,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,4174.40148475112,,92200.0,0.469086,,122717.823,125113.376,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,10228.0130959479,,13.6127,0.00304,,124135.669,125113.376,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,10244.2012698712,,0.239835,5.34E-05,,124137.214,125113.376,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,8937.76455783093,,3.40717,3.77E-06,,122707.902,123826.75,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,9017.72614428185,,177.0,0.000198,,122717.823,123826.75,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,7.0,5.0,,,,MCDHF
,32370.9451344857,,103000.0,0.572234,,123826.75,124135.669,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,5.0,7.0,,,,MCDHF
,32209.8536384243,,796.0,0.00444,,123826.75,124137.214,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,5.0,7.0,,,,MCDHF
,4239.92910838531,,550.0,0.000607,,122707.902,125066.432,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,4257.83942750795,,0.176718,1.97E-07,,122717.823,125066.432,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,10743.8735746908,,94.188,0.000521,,124135.669,125066.432,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,10761.7372887741,,101000.0,0.556758,,124137.214,125066.432,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,7.0,5.0,,,,MCDHF
,9195.81325657412,,107.0,0.000796,,122686.41,123773.8614,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,5.0,7.0,,,,MCDHF
,9383.19211316438,,952.0,0.00735,,122708.126,123773.8614,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,5.0,7.0,,,,MCDHF
,27504.6716684823,,0.322142,3.17E-05,,123773.8614,124137.436,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,7.0,5.0,,,,MCDHF
,4059.22078385989,,1040.0,0.00682,,122686.41,125149.937,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,4095.32105474174,,474.0,0.00323,,122708.126,125149.937,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,9876.53345527556,,0.091664,1.7E-05,,124137.436,125149.937,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,8725.93496211642,,1.97023,2.94E-06,,122686.41,123832.419,3s2.3p5.(2P*<3/2>).5f,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,8894.47857453536,,6.24671,9.48E-06,,122708.126,123832.419,3s2.3p5.(2P*<3/2>).5f,2[5/2],2,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,5.0,7.0,,,,MCDHF
,32785.0578820189,,250.0,0.00186,,123832.419,124137.436,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[5/2],2,7.0,5.0,,,,MCDHF
,9381.22033540871,,1300.0,0.01001,,122707.902,123773.8614,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,7.0,7.0,,,,MCDHF
,9469.35262960144,,13200.0,0.104017,,122717.823,123773.8614,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,7.0,7.0,,,,MCDHF
,27638.9992913361,,0.206539,2.85E-05,,123773.8614,124135.669,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,7.0,7.0,,,,MCDHF
,27521.4763840954,,1.99269,0.000275,,123773.8614,124137.214,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,7.0,7.0,,,,MCDHF
,4094.94540414039,,17800.0,0.121459,,122707.902,125149.937,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,4111.64937169886,,509.0,0.00353,,122717.823,125149.937,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,9859.32712064257,,0.146374,3.81E-05,,124135.669,125149.937,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,9874.36841071055,,1.79856,0.000468,,124137.214,125149.937,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,8892.7068243522,,49.2472,7.47E-05,,122707.902,123832.419,3s2.3p5.(2P*<3/2>).5f,2[5/2],3,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,8971.86065623785,,31.0358,4.75E-05,,122717.823,123832.419,3s2.3p5.(2P*<3/2>).5f,2[7/2],3,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,7.0,7.0,,,,MCDHF
,32976.0923330585,,3770.0,0.028045,,123832.419,124135.669,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[7/2],3,7.0,7.0,,,,MCDHF
,32808.9371544795,,5010.0,0.037267,,123832.419,124137.214,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[5/2],3,7.0,7.0,,,,MCDHF
,9275.0233637839,,88900.0,0.671116,,122695.697,123773.8614,3s2.3p5.(2P*<3/2>).5f,2[9/2],4,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,9.0,7.0,,,,MCDHF
,9469.62164316125,,4790.0,0.037664,,122717.853,123773.8614,3s2.3p5.(2P*<3/2>).5f,2[7/2],4,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,9.0,7.0,,,,MCDHF
,27636.7841174711,,18.2188,0.00323,,123773.8614,124135.698,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,3s2.3p5.(2P*<1/2>).5f,2[7/2],4,7.0,9.0,,,,MCDHF
