,,Multiplet/Terms,,,,,,,,
,,lower,upper,gi,gk,Energy [cm^-1],fij(l),fij(v),,
4p,5s,4p-3P1,5s-3P1,3,3,7027.05,0.30905,0.31058,,
4p,5s,4p-3D2,5s-1P1,5,3,7552.37,0.72988,0.6388,,
4p,5s,4p-3P2,5s-1P1,5,3,6959.35,0.21048,0.21406,,
4p,5s,4p-1D2,5s-1P1,5,3,5883.76,0.01072,0.0151,,
4p,5s,4p-3D2,5s-3P1,5,3,8920.25,1.647E-03,9.97E-04,,
4p,5s,4p-3P2,5s-3P1,5,3,8327.23,0.09705,0.06915,,
4p,5s,4p-1D2,5s-3P1,5,3,7251.64,0.8531,0.80236,,
4p,5s,4p-3S1,5s-3P2,3,5,8580.38,0.47678,0.32288,,
4p,5s,4p-3D1,5s-3P2,3,5,6864.47,0.07429,0.07959,,
4p,5s,4p-1P1,5s-3P2,3,5,5800.48,7.478E-03,0.01123,,
4p,5s,4p-3P1,5s-3P2,3,5,5449.89,0.05026,0.08436,,
4p,5s,4p-3D2,5s-3P2,5,5,7343.09,0.22919,0.21375,,
4p,5s,4p-3P2,5s-3P2,5,5,6750.07,0.59075,0.6426,,
4p,5s,4p-1D2,5s-3P2,5,5,5674.48,0.05656,0.08739,,
4p,5s,4p-3D3,5s-3P2,7,5,7491.63,1.35817,1.19662,,
g,5s,g-1S0,5s-1P1,1,3,113186.32,0.02956,0.027065,,
g,5s,g-1S0,5s-3P1,1,3,114554.2,0.02356,0.021615,,
g,4d,g-1S0,4d-3P1,1,3,118472.16,1.786E-03,1.575E-03,,
g,4d,g-1S0,4d-3D1,1,3,119443.99,0.07579,0.06665,,
g,4d,g-1S0,4d-1P1,1,3,120884.2,0.17226,0.15144,,
5s,5p,5s-3P0,5p-3S1,1,3,1535.08,8.278E-03,0.03609,,
5s,5p,5s-3P0,5p-1P1,1,3,2002.92,3.966E-03,0.01007,,
5s,5p,5s-3P0,5p-3D1,1,3,3274.71,0.93772,0.89066,,
5s,5p,5s-3P0,5p-3P1,1,3,3338.7,0.61077,0.56265,,
5s,5p,5s-1P1,5p-3P0,3,1,3665.04,0.57374,0.43759,,
5s,5p,5s-1P1,5p-1S0,3,1,5026.31,0.01114,4.557E-03,,
5s,5p,5s-3P1,5p-3P0,3,1,2297.16,5.130E-03,9.798E-03,,
5s,5p,5s-3P1,5p-1S0,3,1,3658.43,0.57404,0.43591,,
5s,5p,5s-1P1,5p-3S1,3,3,2770.62,0.21397,0.28721,,
5s,5p,5s-1P1,5p-1P1,3,3,3238.46,1.2923,1.25914,,
5s,5p,5s-1P1,5p-3D1,3,3,4510.26,4.716E-05,2.692E-05,,
5s,5p,5s-1P1,5p-3P1,3,3,4574.25,8.730E-04,4.138E-04,,
5s,5p,5s-3P1,5p-3S1,3,3,1402.75,7.097E-03,0.07097,,
5s,5p,5s-3P1,5p-1P1,3,3,1870.58,3.069E-03,9.026E-03,,
5s,5p,5s-3P1,5p-3D1,3,3,3142.38,0.59948,0.61565,,
5s,5p,5s-3P1,5p-3P1,3,3,3206.37,0.89641,0.89144,,
5s,5p,5s-1P1,5p-3D2,3,5,3079.08,1.85322,1.98996,,
5s,5p,5s-1P1,5p-3P2,3,5,3261.18,0.60153,0.58148,,
5s,5p,5s-1P1,5p-1D2,3,5,4564.16,0.03846,0.01898,,
5s,5p,5s-3P1,5p-3D2,3,5,1711.2,4.107E-03,0.01419,,
5s,5p,5s-3P1,5p-3P2,3,5,1893.31,0.0192,0.05498,,
5s,5p,5s-3P1,5p-1D2,3,5,3196.28,2.49713,2.50462,,
5s,5p,5s-3P2,5p-3S1,5,3,2979.9,1.15953,1.33051,,
5s,5p,5s-3P2,5p-1P1,5,3,3447.74,0.02559,0.02175,,
5s,5p,5s-3P2,5p-3D1,5,3,4719.54,1.034E-03,4.671E-03,,
5s,5p,5s-3P2,5p-3P1,5,3,4783.53,0.0654,0.02912,,
5s,5p,5s-3P2,5p-3D2,5,5,3288.36,0.62914,0.58993,,
5s,5p,5s-3P2,5p-3P2,5,5,3470.46,2.07997,1.76643,,
5s,5p,5s-3P2,5p-1D2,5,5,4773.44,0.0196,8.773E-03,,
5s,5p,5s-3P2,5p-3D3,5,7,3232.35,3.59213,3.52309,,
5p,6s,5p-3P0,6s-1P1,1,3,2096.77,0.2559,0.37771,,
5p,6s,5p-3P0,6s-3P1,1,3,3502.5,0.01587,8.514E-03,,
5p,6s,5p-1S0,6s-1P1,1,3,735.5,3.385E-03,0.04049,,
5p,6s,5p-1S0,6s-3P1,1,3,2141.22,0.25862,0.3702,,
5p,6s,5p-3S1,6s-3P0,3,1,4348.81,0.01879,6.422E-03,,
5p,6s,5p-1P1,6s-3P0,3,1,3880.98,6.076E-03,2.638E-03,,
5p,6s,5p-3D1,6s-3P0,3,1,2609.18,0.5905,0.56745,,
5p,6s,5p-3P1,6s-3P0,3,1,2545.19,0.37265,0.37218,,
5p,6s,5p-3S1,6s-1P1,3,3,2991.19,0.17809,0.12814,,
5p,6s,5p-3S1,6s-3P1,3,3,4396.91,0.02899,9.784E-03,,
5p,6s,5p-1P1,6s-1P1,3,3,2523.35,0.80308,0.82145,,
5p,6s,5p-1P1,6s-3P1,3,3,3929.07,9.209E-05,4.159E-05,,
5p,6s,5p-3D1,6s-1P1,3,3,1251.55,1.232E-05,5.087E-03,,
5p,6s,5p-3D1,6s-3P1,3,3,2657.28,0.39534,0.36852,,
5p,6s,5p-3P1,6s-1P1,3,3,1187.56,5.940E-04,2.680E-03,,
5p,6s,5p-3P1,6s-3P1,3,3,2593.29,0.57541,0.55694,,
5p,6s,5p-3S1,6s-3P2,3,5,2902.99,0.89326,0.69309,,
5p,6s,5p-1P1,6s-3P2,3,5,2435.16,0.14105,0.15739,,
5p,6s,5p-3D1,6s-3P2,3,5,1163.36,1.976E-04,9.720E-04,,
5p,6s,5p-3P1,6s-3P2,3,5,1099.37,0.01188,0.0643,,
5p,6s,5p-3D2,6s-1P1,5,3,2682.73,1.28003,1.16439,,
5p,6s,5p-3D2,6s-3P1,5,3,4088.45,2.021E-04,7.531E-05,,
5p,6s,5p-3P2,6s-1P1,5,3,2500.63,0.38057,0.39314,,
5p,6s,5p-3P2,6s-3P1,5,3,3906.35,0.01491,6.333E-03,,
5p,6s,5p-1D2,6s-1P1,5,3,1197.65,7.162E-04,3.187E-03,,
5p,6s,5p-1D2,6s-3P1,5,3,2603.37,1.63853,1.56864,,
5p,6s,5p-3D2,6s-3P2,5,5,2594.53,0.38888,0.38088,,
5p,6s,5p-3P2,6s-3P2,5,5,2412.43,1.1502,1.28552,,
5p,6s,5p-1D2,6s-3P2,5,5,1109.45,3.607E-03,0.01914,,
5p,6s,5p-3D3,6s-3P2,7,5,2650.54,2.34989,2.17024,,
g,6s,g-1S0,6s-1P1,1,3,118948.13,0.01266,0.01233,,
g,6s,g-1S0,6s-3P1,1,3,120353.86,0.01338,0.01463,,
