obs_wl_vac(nm),ritz_wl_vac(nm),intens,Aki(s^-1),fik,Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,g_i,g_k,Type,tp_ref,line_ref,Source
,552.8961,,1.2e+05,1.7e-03,E,107054.2720,125135.831,3s2.3p5.(2P*<3/2>).4p,2[1/2],0,3s2.3p5.(2P*<3/2>).8d,2[1/2]*,1,1,3,,T1164n,,NIST
,553.4479,,2.7e+05,7.4e-04,D+,107289.7001,125353.23,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<1/2>).8s,2[1/2]*,1,5,3,,T1218n,,NIST
,554.0860,,4.1e+04,1.3e-04,D,105462.7596,123505.4896,3s2.3p5.(2P*<3/2>).4p,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,7,5,,T1218n,,NIST
,555.2741,,7.9e+04,3.7e-04,E,107131.7086,125135.831,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).8d,2[1/2]*,1,3,3,,T1164n,,NIST
555.8702,555.8702,25,1.42e+06,1.10e-02,C,104102.0990,122086.9164,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3,5,,T1218n,L2634,NIST
,555.9676,,2.2e+05,1.7e-03,D+,107131.7086,125113.376,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,2,3,5,,T1218n,,NIST
557.2541,557.2541,10,6.6e+05,4.3e-03,C,105617.2700,123557.4227,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,5,7,,T1218n,L2634,NIST
,557.4228,,4.6e+04,3.6e-04,D,107131.7086,125066.432,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,3,5,,T1218n,,NIST
,558.1871,,5.6e+04,1.9e-04,D+,105462.7596,123372.9253,3s2.3p5.(2P*<3/2>).4p,2[5/2],3,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,7,5,,T1218n,,NIST
,558.8720,,1.5e+05,7.0e-04,D+,105617.2700,123505.4896,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,5,5,,T1218n,,NIST
,559.7476,,4.2e+05,2.8e-03,E,107289.7001,125149.937,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<1/2>).6d,2[5/2]*,3,5,7,,T1164n,,NIST
560.6733,560.6733,35,2.20e+06,1.04e-02,C,104102.0990,121932.8477,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3,3,,T1218n,L2634,NIST
,561.8014,,2.1e+05,9.9e-04,D,106087.2598,123882.203,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,3,3,,T1218n,,NIST
,562.0921,,3.6e+05,5.7e-04,D,106087.2598,123873.000,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,0,3,1,,T1218n,,NIST
,562.3770,,1.4e+05,6.6e-04,D,107289.7001,125066.432,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<1/2>).6d,2[3/2]*,2,5,5,,T1218n,,NIST
,563.5576,,9.6e+04,7.6e-04,D,106087.2598,123826.750,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,3,5,,T1164n,,NIST
,563.734,,9.1e+04,1.3e-03,D,107054.2720,124788.22,3s2.3p5.(2P*<3/2>).4p,2[1/2],0,3s2.3p5.(2P*<3/2>).7d,2[3/2]*,1,1,3,,T1164n,,NIST
,563.912,,2.1e+05,3.0e-03,D,107054.2720,124782.61,3s2.3p5.(2P*<3/2>).4p,2[1/2],0,3s2.3p5.(2P*<3/2>).9s,2[3/2]*,1,1,3,,T1164n,,NIST
,564.1376,,8.7e+04,6.9e-04,D,106087.2598,123808.513,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,3,5,,T1164n,,NIST
,564.8687,,1.2e+05,3.4e-04,D,106237.5518,123935.870,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).8s,2[3/2]*,1,5,3,,T1218n,,NIST
565.0704,565.0704,20,3.20e+06,5.11e-03,C,104102.0990,121794.0988,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,0,3,1,,T1218n,L2634,NIST
,565.9127,,2.6e+05,1.2e-03,D,106237.5518,123903.220,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).8s,2[3/2]*,2,5,5,,T1218n,,NIST
,568.1899,,2.0e+05,1.4e-03,D,106237.5518,123832.419,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,3,5,7,,T1218n,,NIST
,568.3730,,2.0e+05,9.7e-04,D,106237.5518,123826.750,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,5,5,,T1218n,,NIST
,570.0872,,5.9e+05,4.0e-03,D,106237.5518,123773.8614,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,5,7,,T1218n,,NIST
,571.2504,,8.7e+04,1.3e-03,D,107054.2720,124554.874,3s2.3p5.(2P*<3/2>).4p,2[1/2],0,3s2.3p5.(2P*<3/2>).7d,2[1/2]*,1,1,3,,T1164n,,NIST
573.9520,573.9519,10,8.7e+05,7.2e-03,D,106087.2598,123505.4896,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,3,5,,T1218n,L2634,NIST
,577.2114,,2.0e+05,1.4e-03,D,106237.5518,123557.4227,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,5,7,,T1218n,,NIST
,577.4008,,1.1e+05,5.5e-04,D,107289.7001,124603.890,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).7d,2[3/2]*,2,5,5,,T1218n,,NIST
,578.3536,,8.1e+04,6.8e-04,D,106087.2598,123372.9253,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,3,5,,T1218n,,NIST
,578.9474,,4.6e+04,2.3e-04,D,106237.5518,123505.4896,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,5,5,,T1218n,,NIST
,579.0401,,3.4e+04,1.0e-04,D,107289.7001,124554.874,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).7d,2[1/2]*,1,5,3,,T1218n,,NIST
,580.2080,,4.2e+05,1.3e-03,D,106237.5518,123467.9733,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,5,3,,T1218n,,NIST
583.4263,583.4264,5,5.2e+05,2.7e-03,C,106237.5518,123372.9253,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,5,5,,"T1218n,T1164n",L2634,NIST
,584.3779,,3.3e+04,2.8e-04,D,107496.4166,124603.890,3s2.3p5.(2P*<1/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).7d,2[3/2]*,2,3,5,,T1218n,,NIST
586.0310,586.0310,10,2.85e+05,1.47e-03,C,104102.0990,121161.3135,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<1/2>).6s,2[1/2]*,1,3,3,,"T1218n,T1164n",L2634,NIST
588.2624,588.2624,15,1.23e+06,2.13e-03,C,104102.0990,121096.605,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<1/2>).6s,2[1/2]*,0,3,1,,T1218n,L2634,NIST
588.8584,588.8584,25,1.29e+06,4.79e-03,C,105462.7596,122440.0672,3s2.3p5.(2P*<3/2>).4p,2[5/2],3,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,7,5,,T1218n,L2634,NIST
591.2085,591.2085,50,1.05e+06,5.51e-03,C,104102.0990,121011.9198,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<1/2>).4d,2[3/2]*,1,3,3,,"T1218n,T1164n",L2634,NIST
,591.6598,,5.9e+04,1.9e-04,D,105617.2700,122514.192,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,5,3,,T1218n,,NIST
,592.7125,,3.7e+04,1.9e-04,D+,105462.7596,122329.672,3s2.3p5.(2P*<3/2>).4p,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,7,7,,T1218n,,NIST
592.8813,592.8812,15,1.1e+06,3.5e-03,D+,105617.2700,122479.3820,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,5,3,,T1218n,L2634,NIST
,594.0855,,1.2e+05,1.9e-03,D,107054.2720,123882.203,3s2.3p5.(2P*<3/2>).4p,2[1/2],0,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,1,3,,T1218n,,NIST
594.2669,594.2668,5,1.8e+05,9.5e-04,D,105617.2700,122440.0672,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,5,5,,T1218n,L2634,NIST
,594.3888,,3.6e+04,1.4e-04,D,105462.7596,122282.104,3s2.3p5.(2P*<3/2>).4p,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,7,5,,T1218n,,NIST
,594.9259,,1.5e+05,8.0e-04,D,107131.7086,123935.870,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).8s,2[3/2]*,1,3,3,,T1218n,,NIST
,596.448,,7.7e+04,1.2e-03,D,107054.2720,123815.56,3s2.3p5.(2P*<3/2>).4p,2[1/2],0,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,1,1,3,,T1218n,,NIST
,596.8320,,1.8e+05,9.6e-04,D,107131.7086,123882.203,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,3,3,,T1218n,,NIST
,597.1601,,1.1e+06,2.0e-03,D+,107131.7086,123873.000,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,0,3,1,,T1218n,,NIST
,598.1923,,1.2e+04,9.0e-05,D,105617.2700,122329.672,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,5,7,,T1218n,,NIST
598.7302,598.7301,7,1.2e+05,6.5e-04,D,105462.7596,122160.1502,3s2.3p5.(2P*<3/2>).4p,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,7,7,,T1218n,L2634,NIST
,598.8144,,6.1e+04,5.5e-04,D,107131.7086,123826.750,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,3,5,,T1218n,,NIST
,599.4692,,2.6e+04,2.3e-04,D,107131.7086,123808.513,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,3,5,,T1164n,,NIST
599.8999,599.8998,5,1.4e+05,7.6e-04,D,105617.2700,122282.104,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,5,5,,T1218n,L2634,NIST
,600.5725,,1.4e+05,4.5e-04,D+,107289.7001,123935.870,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).8s,2[3/2]*,1,5,3,,T1218n,,NIST
,601.3677,,1.4e+05,5.4e-04,D+,105462.7596,122086.9164,3s2.3p5.(2P*<3/2>).4p,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,7,5,,T1218n,,NIST
602.5150,602.5150,5,9.0e+05,2.9e-03,D+,107289.7001,123882.203,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,5,3,,T1218n,L2634,NIST
603.2127,603.2127,70,2.46e+06,1.73e-02,C,105462.7596,122036.0704,3s2.3p5.(2P*<3/2>).4p,2[5/2],3,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,4,7,9,,"T1218n,T1164n",L2634,NIST
604.3223,604.3223,35,1.47e+06,1.13e-02,C,105617.2700,122160.1502,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,5,7,,T1218n,L2634,NIST
605.2723,605.2723,10,1.9e+05,1.7e-03,D+,104102.0990,120619.0162,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<1/2>).4d,2[5/2]*,2,3,5,,T1218n,L2634,NIST
605.9372,605.9372,20,4.2e+05,3.9e-03,C,104102.0990,120600.8905,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<1/2>).4d,2[3/2]*,2,3,5,,"T1218n,T1164n",L2634,NIST
,606.4750,,5.8e+04,4.5e-04,D,107289.7001,123773.8614,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[7/2]*,3,5,7,,T1218n,,NIST
,608.1244,,7.5e+04,4.2e-04,D,107496.4166,123935.870,3s2.3p5.(2P*<1/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).8s,2[3/2]*,1,3,3,,T1218n,,NIST
,608.5879,,9.0e+03,5.0e-05,,106087.2598,122514.192,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3,3,,T1218n,,NIST
,609.0785,,3.0e+05,5.0e-03,D,107054.2720,123467.9733,3s2.3p5.(2P*<3/2>).4p,2[1/2],0,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,1,3,,T1218n,,NIST
609.8803,609.8803,7,5.2e+05,2.9e-03,D+,106087.2598,122479.3820,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,3,3,,T1218n,L2634,NIST
,610.1161,,3.3e+05,1.8e-03,D+,107496.4166,123882.203,3s2.3p5.(2P*<1/2>).4p,2[1/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,1,3,3,,T1218n,,NIST
,610.4590,,3.4e+05,6.3e-04,D,107496.4166,123873.000,3s2.3p5.(2P*<1/2>).4p,2[1/2],1,3s2.3p5.(2P*<1/2>).7s,2[1/2]*,0,3,1,,T1218n,,NIST
610.5635,610.5635,10,1.21e+06,1.13e-02,C,107131.7086,123505.4896,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,3,5,,T1218n,L2634,NIST
,611.3466,,4.7e+04,4.4e-04,D+,106087.2598,122440.0672,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,3,5,,T1218n,,NIST
,611.9656,,5.1e+04,2.9e-04,D+,107131.7086,123467.9733,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,3,3,,T1218n,,NIST
,612.1879,,1.3e+04,1.2e-04,D,107496.4166,123826.750,3s2.3p5.(2P*<1/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).6d,2[5/2]*,2,3,5,,T1164n,,NIST
,612.7416,,1.1e+05,3.7e-04,D+,105617.2700,121932.8477,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,5,3,,T1218n,,NIST
,612.8724,,8.6e+04,8.1e-04,D,107496.4166,123808.513,3s2.3p5.(2P*<1/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).6d,2[3/2]*,2,3,5,,T1164n,,NIST
614.5441,614.5441,10,7.6e+05,6.0e-03,C,107289.7001,123557.4227,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,3,5,7,,T1218n,L2634,NIST
,615.5238,,5.1e+05,1.7e-03,D,106237.5518,122479.3820,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,5,3,,T1218n,,NIST
,616.5123,,9.89e+04,5.64e-04,C,107289.7001,123505.4896,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,5,5,,T1218n,,NIST
617.0174,617.0174,7,5.0e+05,2.9e-03,C,106237.5518,122440.0672,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,5,5,,T1218n,L2634,NIST
617.3096,617.3096,10,6.7e+05,6.4e-03,C,106087.2598,122282.104,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,3,5,,T1218n,L2634,NIST
,617.9419,,6.6e+04,2.3e-04,D,107289.7001,123467.9733,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,5,3,,T1218n,,NIST
621.2503,621.2503,10,3.9e+05,3.2e-03,D+,106237.5518,122329.672,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,3,5,7,,T1218n,L2634,NIST
621.5938,621.5939,5,5.7e+05,3.3e-03,D+,107289.7001,123372.9253,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,5,5,,T1218n,L2634,NIST
,623.0921,,1.2e+04,7.0e-05,D,106237.5518,122282.104,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[5/2]*,2,5,5,,T1164n,,NIST
,624.3390,,1.3e+05,2.5e-04,D,107496.4166,123508.927,3s2.3p5.(2P*<1/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,0,3,1,,T1218n,,NIST
,624.4730,,2.0e+04,1.9e-04,D,107496.4166,123505.4896,3s2.3p5.(2P*<1/2>).4p,2[1/2],1,3s2.3p5.(2P*<1/2>).5d,2[5/2]*,2,3,5,,T1218n,,NIST
,624.8406,,6.8e+04,6.6e-04,D,106087.2598,122086.9164,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3,5,,T1218n,,NIST
,627.8645,,2.0e+04,1.7e-04,D,106237.5518,122160.1502,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,5,7,,T1218n,,NIST
629.6872,629.6873,7,9.0e+05,8.9e-03,D+,107496.4166,123372.9253,3s2.3p5.(2P*<1/2>).4p,2[1/2],1,3s2.3p5.(2P*<1/2>).5d,2[3/2]*,2,3,5,,T1218n,L2634,NIST
630.7657,630.7657,15,6.0e+05,3.6e-03,D+,106237.5518,122086.9164,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,5,5,,T1218n,L2634,NIST
,630.9160,,7.6e+04,4.5e-04,D,106087.2598,121932.8477,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3,3,,T1218n,,NIST
,636.4894,,5.6e+05,1.1e-03,D+,106087.2598,121794.0988,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,0,3,1,,T1218n,,NIST
636.9575,636.9575,7,4.2e+05,1.5e-03,D+,106237.5518,121932.8477,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,5,3,,T1218n,L2634,NIST
638.4717,638.4717,20,4.21e+05,2.57e-03,C,104102.0990,119760.1725,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).6s,2[3/2]*,1,3,3,,T1218n,L2634,NIST
641.6307,641.6307,70,1.16e+06,1.19e-02,C,104102.0990,119683.0821,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).6s,2[3/2]*,2,3,5,,T1218n,L2634,NIST
,643.1555,,5.1e+04,1.9e-04,D,105617.2700,121161.3135,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<1/2>).6s,2[1/2]*,1,5,3,,T1218n,,NIST
,646.6552,,1.5e+05,2.8e-03,D,107054.2720,122514.192,3s2.3p5.(2P*<3/2>).4p,2[1/2],0,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,1,3,,T1218n,,NIST
,648.1145,,9.4e+04,1.8e-03,D,107054.2720,122479.3820,3s2.3p5.(2P*<3/2>).4p,2[1/2],0,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,1,3,,T1218n,,NIST
,649.3969,,3.1e+04,1.2e-04,D,105617.2700,121011.9198,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<1/2>).4d,2[3/2]*,1,5,3,,T1164n,,NIST
,651.3846,,5.4e+04,3.4e-04,D,107131.7086,122479.3820,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,1,3,3,,T1164n,,NIST
653.8112,653.8112,15,1.1e+05,7.1e-04,D+,105462.7596,120753.4714,3s2.3p5.(2P*<3/2>).4p,2[5/2],3,3s2.3p5.(2P*<1/2>).4d,2[5/2]*,3,7,7,,T1218n,L2634,NIST
,659.6113,,2.3e+04,1.1e-04,D,105462.7596,120619.0162,3s2.3p5.(2P*<3/2>).4p,2[5/2],3,3s2.3p5.(2P*<1/2>).4d,2[5/2]*,2,7,5,,T1164n,,NIST
,659.8678,,3.6e+04,2.4e-04,D,107289.7001,122440.0672,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).7s,2[3/2]*,2,5,5,,T1164n,,NIST
,660.4011,,2.8e+05,1.3e-03,D+,105462.7596,120600.8905,3s2.3p5.(2P*<3/2>).4p,2[5/2],3,3s2.3p5.(2P*<1/2>).4d,2[3/2]*,2,7,5,,T1218n,,NIST
660.4853,660.4853,15,1.3e+04,1.2e-04,D,105617.2700,120753.4714,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<1/2>).4d,2[5/2]*,3,5,7,,T1218n,L2634,NIST
,663.2084,,5.3e+04,3.5e-04,D,106087.2598,121161.3135,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).6s,2[1/2]*,1,3,3,,T1218n,,NIST
,665.6938,,3.1e+04,2.1e-04,D,107496.4166,122514.192,3s2.3p5.(2P*<1/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,1,3,3,,T1164n,,NIST
666.0676,666.0677,5,7.8e+05,1.7e-03,D,106087.2598,121096.605,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).6s,2[1/2]*,0,3,1,,T1218n,L2634,NIST
666.4051,666.4051,5,1.5e+05,1.0e-03,D+,105617.2700,120619.0162,3s2.3p5.(2P*<3/2>).4p,2[5/2],2,3s2.3p5.(2P*<1/2>).4d,2[5/2]*,2,5,5,,T1218n,L2634,NIST
667.7282,667.7281,100,2.36e+05,5.3e-04,B,93750.5978,108722.6194,3s2.3p5.(2P*<3/2>).4s,2[3/2]*,1,3s2.3p5.(2P*<1/2>).4p,2[1/2],0,3,1,,T5223,L2634,NIST
,668.4788,,3.9e+04,4.4e-04,D,107131.7086,122086.9164,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3,5,,T1218n,,NIST
,669.8471,,2.5e+04,1.7e-04,D,106087.2598,121011.9198,3s2.3p5.(2P*<3/2>).4p,2[3/2],1,3s2.3p5.(2P*<1/2>).4d,2[3/2]*,1,3,3,,T1218n,,NIST
,669.8874,,1.6e+05,6.5e-04,D+,106237.5518,121161.3135,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<1/2>).6s,2[1/2]*,1,5,3,,T1218n,,NIST
,671.9219,,2.4e+05,4.9e-03,D,107054.2720,121932.8477,3s2.3p5.(2P*<3/2>).4p,2[1/2],0,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,1,3,,T1218n,,NIST
,672.2890,,3.2e+04,3.0e-04,D,107289.7001,122160.1502,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[7/2]*,3,5,7,,T1218n,,NIST
675.2834,675.2834,150,1.93e+06,2.20e-02,C,104102.0990,118906.6110,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).4d,2[3/2]*,2,3,5,,T1218n,L2634,NIST
,675.4372,,2.1e+05,1.4e-03,D,107131.7086,121932.8477,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,3,3,,T1218n,,NIST
675.6163,675.6163,5,3.6e+05,2.5e-03,D+,107289.7001,122086.9164,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,5,5,,T1218n,L2634,NIST
676.6612,676.6611,15,4.0e+05,1.6e-03,D+,106237.5518,121011.9198,3s2.3p5.(2P*<3/2>).4p,2[3/2],2,3s2.3p5.(2P*<1/2>).4d,2[3/2]*,1,5,3,,T1218n,L2634,NIST
,677.9926,,1.21e+05,2.50e-03,C,108722.6194,123467.9733,3s2.3p5.(2P*<1/2>).4p,2[1/2],0,3s2.3p5.(2P*<3/2>).6d,2[1/2]*,1,1,3,,T1164n,,NIST
,681.8289,,2.0e+05,4.6e-04,D,107131.7086,121794.0988,3s2.3p5.(2P*<1/2>).4p,2[3/2],1,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,0,3,1,,T1218n,,NIST
,682.7249,,2.4e+05,1.0e-03,D,107289.7001,121932.8477,3s2.3p5.(2P*<1/2>).4p,2[3/2],2,3s2.3p5.(2P*<3/2>).5d,2[1/2]*,1,5,3,,T1218n,,NIST
,685.1884,,6.7e+04,7.9e-04,D,107496.4166,122086.9164,3s2.3p5.(2P*<1/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).5d,2[3/2]*,2,3,5,,T1218n,,NIST
687.1289,687.1289,150,2.78e+06,1.97e-02,C,104102.0990,118651.3950,3s2.3p5.(2P*<3/2>).4p,2[1/2],1,3s2.3p5.(2P*<3/2>).4d,2[1/2]*,1,3,3,,T1218n,L2634,NIST
