(	6.66E-02	,	0.0	)
(	2.38E-01	,	0.0	)
(	4.10E-01	,	0.0	)
(	5.82E-01	,	1.05E-23	)
(	7.53E-01	,	7.31E-22	)
(	9.25E-01	,	1.17E-20	)
(	1.10E+00	,	8.69E-20	)
(	1.27E+00	,	3.99E-19	)
(	1.44E+00	,	1.33E-18	)
(	1.61E+00	,	3.53E-18	)
(	1.78E+00	,	7.92E-18	)
(	1.96E+00	,	1.56E-17	)
(	2.13E+00	,	2.80E-17	)
(	2.30E+00	,	4.62E-17	)
(	2.47E+00	,	7.16E-17	)
(	2.64E+00	,	1.05E-16	)
(	2.81E+00	,	1.49E-16	)
(	2.99E+00	,	2.02E-16	)
(	3.16E+00	,	2.66E-16	)
(	3.33E+00	,	3.42E-16	)
(	3.46E+00	,	4.06E-16	)
(	4.14E+00	,	8.55E-16	)
(	4.81E+00	,	1.48E-15	)
(	5.49E+00	,	2.26E-15	)
(	6.17E+00	,	3.17E-15	)
(	6.85E+00	,	4.17E-15	)
(	7.53E+00	,	5.24E-15	)
(	8.21E+00	,	6.36E-15	)
(	8.89E+00	,	7.51E-15	)
(	9.56E+00	,	8.67E-15	)
(	1.02E+01	,	9.85E-15	)
(	1.09E+01	,	1.10E-14	)
(	1.16E+01	,	1.22E-14	)
(	1.23E+01	,	1.33E-14	)
(	1.30E+01	,	1.45E-14	)
(	1.36E+01	,	1.56E-14	)
(	1.43E+01	,	1.67E-14	)
(	1.50E+01	,	1.77E-14	)
(	1.57E+01	,	1.88E-14	)
(	1.63E+01	,	1.98E-14	)
(	1.70E+01	,	2.08E-14	)
(	1.77E+01	,	2.17E-14	)
(	1.84E+01	,	2.27E-14	)
(	1.91E+01	,	2.36E-14	)
(	1.97E+01	,	2.45E-14	)
(	2.04E+01	,	2.54E-14	)
(	2.11E+01	,	2.62E-14	)
(	2.18E+01	,	2.71E-14	)
(	2.24E+01	,	2.79E-14	)
(	2.31E+01	,	2.87E-14	)
(	2.38E+01	,	2.94E-14	)
(	2.45E+01	,	3.02E-14	)
(	2.52E+01	,	3.09E-14	)
(	2.58E+01	,	3.16E-14	)
(	2.65E+01	,	3.23E-14	)
(	2.72E+01	,	3.30E-14	)
(	2.79E+01	,	3.37E-14	)
(	2.86E+01	,	3.43E-14	)
(	2.92E+01	,	3.49E-14	)
(	2.99E+01	,	3.56E-14	)
(	3.06E+01	,	3.62E-14	)
(	3.13E+01	,	3.67E-14	)
(	3.19E+01	,	3.73E-14	)
(	3.26E+01	,	3.79E-14	)
(	3.33E+01	,	3.84E-14	)
