(	6.66E-04	,	0.0	)
(	1.82E-02	,	1.83E-24	)
(	3.56E-02	,	4.82E-21	)
(	5.31E-02	,	7.19E-20	)
(	7.06E-02	,	2.85E-19	)
(	8.81E-02	,	6.63E-19	)
(	1.06E-01	,	1.20E-18	)
(	1.23E-01	,	1.94E-18	)
(	1.41E-01	,	3.18E-18	)
(	1.58E-01	,	5.65E-18	)
(	1.76E-01	,	1.09E-17	)
(	1.93E-01	,	2.12E-17	)
(	2.11E-01	,	3.97E-17	)
(	2.28E-01	,	7.02E-17	)
(	2.46E-01	,	1.17E-16	)
(	2.63E-01	,	1.82E-16	)
(	2.81E-01	,	2.71E-16	)
(	2.98E-01	,	3.84E-16	)
(	3.16E-01	,	5.25E-16	)
(	3.33E-01	,	6.93E-16	)
(	4.35E-01	,	2.19E-15	)
(	5.57E-01	,	4.78E-15	)
(	6.80E-01	,	7.52E-15	)
(	8.03E-01	,	9.97E-15	)
(	9.25E-01	,	1.19E-14	)
(	1.05E+00	,	1.34E-14	)
(	1.17E+00	,	1.45E-14	)
(	1.29E+00	,	1.52E-14	)
(	1.42E+00	,	1.57E-14	)
(	1.54E+00	,	1.59E-14	)
(	1.66E+00	,	1.60E-14	)
(	1.78E+00	,	1.59E-14	)
(	1.91E+00	,	1.57E-14	)
(	2.03E+00	,	1.55E-14	)
(	2.15E+00	,	1.53E-14	)
(	2.27E+00	,	1.50E-14	)
(	2.40E+00	,	1.46E-14	)
(	2.77E+00	,	1.36E-14	)
(	3.45E+00	,	1.18E-14	)
(	4.12E+00	,	1.03E-14	)
(	4.80E+00	,	9.07E-15	)
(	5.48E+00	,	8.06E-15	)
(	6.15E+00	,	7.24E-15	)
(	6.83E+00	,	6.55E-15	)
(	7.51E+00	,	5.99E-15	)
(	8.18E+00	,	5.51E-15	)
(	8.85E+00	,	5.09E-15	)
(	9.53E+00	,	4.74E-15	)
(	1.02E+01	,	4.43E-15	)
(	1.09E+01	,	4.16E-15	)
(	1.16E+01	,	3.92E-15	)
(	1.22E+01	,	3.71E-15	)
(	1.29E+01	,	3.52E-15	)
(	1.36E+01	,	3.34E-15	)
(	1.43E+01	,	3.19E-15	)
(	1.49E+01	,	3.04E-15	)
(	1.56E+01	,	2.91E-15	)
(	1.63E+01	,	2.79E-15	)
(	1.70E+01	,	2.68E-15	)
(	1.76E+01	,	2.58E-15	)
(	1.83E+01	,	2.48E-15	)
(	1.90E+01	,	2.39E-15	)
(	1.97E+01	,	2.31E-15	)
(	2.04E+01	,	2.23E-15	)
(	2.10E+01	,	2.16E-15	)
(	2.17E+01	,	2.09E-15	)
(	2.24E+01	,	2.03E-15	)
(	2.31E+01	,	1.96E-15	)
(	2.37E+01	,	1.91E-15	)
(	2.44E+01	,	1.85E-15	)
(	2.51E+01	,	1.80E-15	)
(	2.58E+01	,	1.75E-15	)
(	2.64E+01	,	1.70E-15	)
(	2.71E+01	,	1.66E-15	)
(	2.78E+01	,	1.62E-15	)
(	2.85E+01	,	1.58E-15	)
(	2.91E+01	,	1.54E-15	)
(	2.98E+01	,	1.50E-15	)
(	3.05E+01	,	1.46E-15	)
(	3.12E+01	,	1.43E-15	)
(	3.18E+01	,	1.40E-15	)
(	3.25E+01	,	1.37E-15	)
(	3.32E+01	,	1.34E-15	)
(	3.39E+01	,	1.31E-15	)
(	3.46E+01	,	1.28E-15	)
(	3.52E+01	,	1.25E-15	)
(	3.59E+01	,	1.23E-15	)
(	3.66E+01	,	1.20E-15	)
(	3.73E+01	,	1.18E-15	)
(	3.79E+01	,	1.15E-15	)
(	3.86E+01	,	1.13E-15	)
(	3.93E+01	,	1.11E-15	)
(	4.00E+01	,	1.09E-15	)
